pmm_datetime,enodeb_name,ltecell_name,pdcpvoldldrb,pdcpvoluldrb,pdcpvoldldrblasttti,day_part
2022-09-13 19:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,29563669.0,2846429.0,8506162.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,5904641.0,255166.0,1280248.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,26186932.0,699657.0,11698161.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,19015328.0,1375879.0,4558943.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,1533481.0,130908.0,260407.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,46486034.0,3325494.0,5858383.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,37147616.0,2692766.0,2191061.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,96350490.0,5467132.0,29771516.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,530283.0,16895.0,74391.0,2022-09-13
2022-09-13 20:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,33227541.0,2900364.0,9415808.0,2022-09-13
